source_id,model,task,original_score,reasoning_score,category,fact_scores,primitive,application_eligible,manual_application_failure,question
medmcqa-66445905-f680-4952-8f35-71253c0c525d,rl,case,0,0,some_facts_consistently_wrong,"[[0, 0], [2, 2]]",False,True,,"Medical question:
A child who was normal at birth develops delayed motor development, intellectual disability, and self-biting by age two. He subsequently develops spastic motor impairment and arthritis and dies from renal failure at age 25. Which enzyme deficiency is implicated?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-1ec93a8b-e2dd-4468-bee1-74100f803516,reference,case,0,0,all_probed_facts_wrong,"[[0, 0]]",True,False,,"Medical question:
A doctor performing an autopsy determines that a 26-year-old married woman died by suicide from aluminium phosphide poisoning. When giving evidence in court, the doctor intentionally conceals this finding. Under the Indian Penal Code framework used in this case, which section prescribes punishment for this conduct?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-1ec93a8b-e2dd-4468-bee1-74100f803516,rl,case,0,0,all_probed_facts_wrong,"[[0, 0]]",True,False,,"Medical question:
A doctor performing an autopsy determines that a 26-year-old married woman died by suicide from aluminium phosphide poisoning. When giving evidence in court, the doctor intentionally conceals this finding. Under the Indian Penal Code framework used in this case, which section prescribes punishment for this conduct?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-063acadd-aa14-4684-87cb-ee4ee644da8c,reference,case,1,1,some_facts_consistently_wrong,"[[0, 2], [0, 0]]",False,True,,"Medical question:
A 10-year-old boy presents with severe right scrotal pain lasting one hour, and right testicular torsion is suspected. What surgical intervention should be performed, including management of the contralateral testis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-063acadd-aa14-4684-87cb-ee4ee644da8c,rl,case,1,1,some_facts_consistently_wrong,"[[0, 2], [0, 0]]",False,True,,"Medical question:
A 10-year-old boy presents with severe right scrotal pain lasting one hour, and right testicular torsion is suspected. What surgical intervention should be performed, including management of the contralateral testis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-ec6114a9-5426-4d90-bdde-2511889a20ec,reference,case,2,2,some_facts_consistently_wrong,"[[0, 0], [2, 2]]",False,True,,"Medical question:
A middle-aged woman has slowly progressive lower-limb weakness, spasticity, and recent urinary hesitancy. Examination indicates dorsal myelopathy, and spinal MRI shows a contrast-enhancing intradural mass in the mid-thoracic region. What is the most likely diagnosis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-ec6114a9-5426-4d90-bdde-2511889a20ec,rl,case,0,0,some_facts_consistently_wrong,"[[0, 0], [2, 1]]",False,True,,"Medical question:
A middle-aged woman has slowly progressive lower-limb weakness, spasticity, and recent urinary hesitancy. Examination indicates dorsal myelopathy, and spinal MRI shows a contrast-enhancing intradural mass in the mid-thoracic region. What is the most likely diagnosis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-36b43626-f928-486f-b724-abecea127f62,reference,case,0,0,all_probed_facts_wrong,"[[0, 0]]",True,False,,"Medical question:
A patient with carcinoma of the cecum is scheduled for a right hemicolectomy through a midline laparotomy. What anatomical extent should be cleaned and draped when preparing the operative field?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-36b43626-f928-486f-b724-abecea127f62,rl,case,0,0,all_probed_facts_wrong,"[[0, 0]]",True,False,,"Medical question:
A patient with carcinoma of the cecum is scheduled for a right hemicolectomy through a midline laparotomy. What anatomical extent should be cleaned and draped when preparing the operative field?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-0f86c441-70a5-466d-b59f-1512fe88cbfd,reference,case,0,0,some_facts_consistently_wrong,"[[0, 0], [2, 1]]",False,True,,"Medical question:
A breastfed child has severe hypernatremia with a serum sodium concentration above 170 mEq/L and a urine sodium concentration of 70 mEq/L. What is the most likely cause of the hypernatremia?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-0f86c441-70a5-466d-b59f-1512fe88cbfd,rl,case,0,0,some_facts_consistently_wrong,"[[0, 0], [2, 1]]",False,True,,"Medical question:
A breastfed child has severe hypernatremia with a serum sodium concentration above 170 mEq/L and a urine sodium concentration of 70 mEq/L. What is the most likely cause of the hypernatremia?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-415631ce-90ea-4872-a5cf-3fe2c83e3b4d,reference,case,2,2,all_probed_facts_wrong,"[[0, 0]]",True,False,,"Medical question:
An adult develops multiple episodes of watery diarrhea after eating shellfish at a restaurant, and several other diners develop similar symptoms. Which virus is the most likely cause of this foodborne gastroenteritis outbreak?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-415631ce-90ea-4872-a5cf-3fe2c83e3b4d,rl,case,2,2,all_probed_facts_wrong,"[[0, 0]]",True,False,,"Medical question:
An adult develops multiple episodes of watery diarrhea after eating shellfish at a restaurant, and several other diners develop similar symptoms. Which virus is the most likely cause of this foodborne gastroenteritis outbreak?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-790947ee-b119-4f1f-ac07-8f0c5a701010,reference,case,0,0,partial_or_wording_sensitive,"[[1, 1], [0, 1]]",False,True,,"Medical question:
A child undergoes hepaticojejunostomy for a biliary stricture. Two weeks after surgery, the bilirubin concentration has decreased from 12 mg/dL to 6 mg/dL but remains elevated. What bilirubin-related mechanism can explain this persistent elevation after relief of obstruction?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-790947ee-b119-4f1f-ac07-8f0c5a701010,rl,case,0,0,partial_or_wording_sensitive,"[[1, 1], [0, 1]]",False,True,,"Medical question:
A child undergoes hepaticojejunostomy for a biliary stricture. Two weeks after surgery, the bilirubin concentration has decreased from 12 mg/dL to 6 mg/dL but remains elevated. What bilirubin-related mechanism can explain this persistent elevation after relief of obstruction?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-618b8199-05e4-41a6-b549-07eb307bec25,reference,case,0,0,partial_or_wording_sensitive,"[[2, 0]]",False,False,,"Medical question:
A 45-year-old patient has a persistent productive cough, digital clubbing, wheezing, and crackles, suggesting bronchiectasis. Which investigation is most specific for confirming the diagnosis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-618b8199-05e4-41a6-b549-07eb307bec25,rl,case,0,0,partial_or_wording_sensitive,"[[2, 0]]",False,False,,"Medical question:
A 45-year-old patient has a persistent productive cough, digital clubbing, wheezing, and crackles, suggesting bronchiectasis. Which investigation is most specific for confirming the diagnosis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-747359d5-2ce7-439e-b229-d04381853421,reference,case,0,0,all_probed_facts_correct,"[[2, 2]]",False,False,,"Medical question:
A patient's arterial blood gas shows a pH of 7.30 and a PCO2 of 35 mm Hg. What is the primary acid–base disorder?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-747359d5-2ce7-439e-b229-d04381853421,rl,case,2,0,all_probed_facts_correct,"[[2, 2]]",False,False,,"Medical question:
A patient's arterial blood gas shows a pH of 7.30 and a PCO2 of 35 mm Hg. What is the primary acid–base disorder?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-920be195-ff47-4a12-9968-c79a5615141f,reference,case,0,0,all_probed_facts_wrong,"[[0, 0]]",False,False,,"Medical question:
A newborn presents with congestive heart failure and has a bulging anterior fontanelle with an audible bruit. Transfontanellar ultrasonography shows a hypoechoic midline mass and dilated lateral ventricles. What is the most likely diagnosis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-920be195-ff47-4a12-9968-c79a5615141f,rl,case,0,0,partial_or_wording_sensitive,"[[0, 1]]",False,False,,"Medical question:
A newborn presents with congestive heart failure and has a bulging anterior fontanelle with an audible bruit. Transfontanellar ultrasonography shows a hypoechoic midline mass and dilated lateral ventricles. What is the most likely diagnosis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-841fa263-7535-4d40-ae25-cddb831b5254,reference,case,0,0,some_facts_consistently_wrong,"[[0, 0], [2, 0]]",False,True,,"Medical question:
A 22-year-old gravida 3 para 2 woman delivers a healthy child followed by an apparently intact placenta. Thirty minutes later, she develops severe vaginal bleeding, and ultrasonography shows retained placental tissue. What placental variant is most likely responsible?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-841fa263-7535-4d40-ae25-cddb831b5254,rl,case,0,0,some_facts_consistently_wrong,"[[0, 0], [2, 0]]",False,True,,"Medical question:
A 22-year-old gravida 3 para 2 woman delivers a healthy child followed by an apparently intact placenta. Thirty minutes later, she develops severe vaginal bleeding, and ultrasonography shows retained placental tissue. What placental variant is most likely responsible?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-ecc4eaa4-4fcd-4c62-9c73-2a047b98cdc5,reference,case,1,0,partial_or_wording_sensitive,"[[1, 1]]",False,False,,"Medical question:
A decayed mandibular first molar has involvement of both the mesiobuccal and distobuccal cusps. What type of definitive restoration should be used?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-ecc4eaa4-4fcd-4c62-9c73-2a047b98cdc5,rl,case,1,0,partial_or_wording_sensitive,"[[1, 1]]",False,False,,"Medical question:
A decayed mandibular first molar has involvement of both the mesiobuccal and distobuccal cusps. What type of definitive restoration should be used?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-dea9021b-e874-4096-9195-ac758f2de19d,reference,case,0,0,partial_or_wording_sensitive,"[[0, 1]]",True,False,,"Medical question:
An intubated patient in the medical intensive care unit suddenly removes the endotracheal tube. What should be done immediately?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-dea9021b-e874-4096-9195-ac758f2de19d,rl,case,0,0,partial_or_wording_sensitive,"[[0, 1]]",True,False,,"Medical question:
An intubated patient in the medical intensive care unit suddenly removes the endotracheal tube. What should be done immediately?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-f213cf1e-b5d6-4a25-8027-f1e39514ff20,reference,case,1,1,all_probed_facts_wrong,"[[0, 0]]",False,True,,"Medical question:
A 75-year-old chronic smoker with diabetes has been edentulous for 30 years and sustains bilateral fractures of the mandibular body. According to the intended conservative management approach, what treatment modality is used to immobilize these fractures?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-f213cf1e-b5d6-4a25-8027-f1e39514ff20,rl,case,1,1,all_probed_facts_wrong,"[[0, 0]]",False,True,,"Medical question:
A 75-year-old chronic smoker with diabetes has been edentulous for 30 years and sustains bilateral fractures of the mandibular body. According to the intended conservative management approach, what treatment modality is used to immobilize these fractures?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-86155521-ea6f-485e-b258-14c51d44578e,reference,case,2,2,all_probed_facts_correct,"[[2, 2], [2, 2]]",False,True,,"Medical question:
A 19-year-old woman has primary amenorrhea, short stature, a webbed neck, widely spaced nipples, weak lower-extremity pulses, streak ovaries, elevated FSH, and no oocytes on ovarian histology. What is the most likely karyotype?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-86155521-ea6f-485e-b258-14c51d44578e,rl,case,2,2,all_probed_facts_correct,"[[2, 2], [2, 2]]",False,True,,"Medical question:
A 19-year-old woman has primary amenorrhea, short stature, a webbed neck, widely spaced nipples, weak lower-extremity pulses, streak ovaries, elevated FSH, and no oocytes on ovarian histology. What is the most likely karyotype?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-561aefb5-77c7-433e-8029-096d77ad3099,reference,case,1,1,some_facts_consistently_wrong,"[[0, 0], [1, 1]]",False,True,,"Medical question:
A 5-year-old child has watery diarrhea without fever or blood in the stool. He is irritable, drinks eagerly, has sunken eyes, and has a skin pinch that returns within two seconds but not immediately. How should his dehydration be managed?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-561aefb5-77c7-433e-8029-096d77ad3099,rl,case,1,1,some_facts_consistently_wrong,"[[0, 0], [1, 1]]",False,True,,"Medical question:
A 5-year-old child has watery diarrhea without fever or blood in the stool. He is irritable, drinks eagerly, has sunken eyes, and has a skin pinch that returns within two seconds but not immediately. How should his dehydration be managed?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-b3278b6a-2f6e-4a05-87c1-18772ca70c83,reference,case,0,0,some_facts_consistently_wrong,"[[0, 0], [2, 2]]",False,True,,"Medical question:
A 7-year-old boy presents with severe abdominal pain and xanthomas. His plasma has a milky appearance. Which lipoprotein particle is most likely markedly increased?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-b3278b6a-2f6e-4a05-87c1-18772ca70c83,rl,case,0,0,some_facts_consistently_wrong,"[[0, 0], [2, 2]]",False,True,,"Medical question:
A 7-year-old boy presents with severe abdominal pain and xanthomas. His plasma has a milky appearance. Which lipoprotein particle is most likely markedly increased?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-641830d8-81c8-4a90-abaf-1d0fc4de838d,reference,case,1,1,all_probed_facts_correct,"[[2, 2], [2, 2]]",False,True,False,"Medical question:
A 61-year-old postmenopausal woman with a family history of ovarian cancer and current hormone-replacement therapy presents with abdominal pain. Ultrasonography shows a smooth right ovarian cyst. What is the next step in evaluation and follow-up?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-641830d8-81c8-4a90-abaf-1d0fc4de838d,rl,case,1,1,all_probed_facts_correct,"[[2, 2], [2, 2]]",False,True,False,"Medical question:
A 61-year-old postmenopausal woman with a family history of ovarian cancer and current hormone-replacement therapy presents with abdominal pain. Ultrasonography shows a smooth right ovarian cyst. What is the next step in evaluation and follow-up?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-6f78cdec-b48a-497c-bf8d-6b5b9b083ecf,reference,case,0,0,partial_or_wording_sensitive,"[[0, 1]]",True,False,,"Medical question:
A 45-year-old man has had itchy papules over the face, neck, and V-shaped area of the chest for three years. The eruption worsens during summer and improves during winter. What test should be performed to evaluate the suspected delayed contact hypersensitivity?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-6f78cdec-b48a-497c-bf8d-6b5b9b083ecf,rl,case,1,0,partial_or_wording_sensitive,"[[1, 1]]",True,False,,"Medical question:
A 45-year-old man has had itchy papules over the face, neck, and V-shaped area of the chest for three years. The eruption worsens during summer and improves during winter. What test should be performed to evaluate the suspected delayed contact hypersensitivity?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-46ad7b87-21e1-41da-bc30-50e96b3acd45,reference,case,2,2,all_probed_facts_correct,"[[2, 2]]",True,False,,"Medical question:
A patient with suspected poisoning has miosis, increased bronchial secretions, and excessive salivation. Which antidote should be administered to treat this muscarinic cholinergic toxidrome?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-46ad7b87-21e1-41da-bc30-50e96b3acd45,rl,case,2,2,all_probed_facts_correct,"[[2, 2]]",True,False,,"Medical question:
A patient with suspected poisoning has miosis, increased bronchial secretions, and excessive salivation. Which antidote should be administered to treat this muscarinic cholinergic toxidrome?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-8788091c-a8ef-4155-a7a3-8e85d643f856,reference,case,1,2,partial_or_wording_sensitive,"[[1, 2]]",True,False,,"Medical question:
A patient presents with an acute exacerbation of bronchial asthma that does not improve after inhaled salbutamol. Intravenous corticosteroids and aminophylline are added, after which the condition improves. What is the relevant mechanism of action of corticosteroids in this setting?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-8788091c-a8ef-4155-a7a3-8e85d643f856,rl,case,1,2,all_probed_facts_correct,"[[2, 2]]",True,False,,"Medical question:
A patient presents with an acute exacerbation of bronchial asthma that does not improve after inhaled salbutamol. Intravenous corticosteroids and aminophylline are added, after which the condition improves. What is the relevant mechanism of action of corticosteroids in this setting?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-7ef1e046-a4a8-45dd-9a3b-6ede4a1b85ce,reference,case,1,1,partial_or_wording_sensitive,"[[2, 0], [1, 1]]",False,True,,"Medical question:
A patient with thalassemia major, repeated blood transfusions, iron overload, and cardiac arrhythmia develops backache and marked anxiety during a blood transfusion. What is the immediate next step in management?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-7ef1e046-a4a8-45dd-9a3b-6ede4a1b85ce,rl,case,1,1,partial_or_wording_sensitive,"[[2, 0], [1, 1]]",False,True,,"Medical question:
A patient with thalassemia major, repeated blood transfusions, iron overload, and cardiac arrhythmia develops backache and marked anxiety during a blood transfusion. What is the immediate next step in management?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-2ae293df-8147-46d5-bd46-b913a95c2593,reference,case,0,0,no_valid_probes,[],False,False,,"Medical question:
A 70-year-old man presents with amblyopia, exertional chest pain, episodic tachycardia, and extrasystoles. What is the most probable toxicologic cause of this presentation?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-2ae293df-8147-46d5-bd46-b913a95c2593,rl,case,0,0,no_valid_probes,[],False,False,,"Medical question:
A 70-year-old man presents with amblyopia, exertional chest pain, episodic tachycardia, and extrasystoles. What is the most probable toxicologic cause of this presentation?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-ca59647e-62f5-4b2e-a0fd-e85f05af60c4,reference,case,2,2,some_facts_consistently_wrong,"[[0, 0], [2, 2]]",False,True,,"Medical question:
A 27-year-old primigravida has pregnancy-induced hypertension with a blood pressure of 150/100 mm Hg at 32 weeks of gestation and no other complications. Her blood pressure is subsequently controlled with treatment. If no maternal or fetal complications develop, at what gestational age should delivery be planned?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-ca59647e-62f5-4b2e-a0fd-e85f05af60c4,rl,case,2,2,some_facts_consistently_wrong,"[[0, 0], [2, 2]]",False,True,,"Medical question:
A 27-year-old primigravida has pregnancy-induced hypertension with a blood pressure of 150/100 mm Hg at 32 weeks of gestation and no other complications. Her blood pressure is subsequently controlled with treatment. If no maternal or fetal complications develop, at what gestational age should delivery be planned?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-85d9893b-ffe0-4b0d-9aac-a2e34d1fa0c3,reference,case,0,0,some_facts_consistently_wrong,"[[0, 0], [2, 1]]",False,True,,"Medical question:
A patient develops acute blistering and epidermal denudation involving more than 30% of the body surface area, along with erosions of the lips, hemorrhagic crusting, and involvement of other mucosal surfaces. What is the most common triggering factor for this condition?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-85d9893b-ffe0-4b0d-9aac-a2e34d1fa0c3,rl,case,0,0,some_facts_consistently_wrong,"[[0, 0], [2, 1]]",False,True,,"Medical question:
A patient develops acute blistering and epidermal denudation involving more than 30% of the body surface area, along with erosions of the lips, hemorrhagic crusting, and involvement of other mucosal surfaces. What is the most common triggering factor for this condition?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-c8353fc5-db77-40d7-970a-64309e53ba93,reference,case,0,0,some_facts_consistently_wrong,"[[0, 0], [2, 0]]",False,True,,"Medical question:
Estimate the fetal age when the crown-rump length is 23 cm, the foot length is 7 cm, the talar ossification center is present, and the testes are at the superficial inguinal ring.

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-c8353fc5-db77-40d7-970a-64309e53ba93,rl,case,0,0,some_facts_consistently_wrong,"[[0, 0], [2, 0]]",False,True,,"Medical question:
Estimate the fetal age when the crown-rump length is 23 cm, the foot length is 7 cm, the talar ossification center is present, and the testes are at the superficial inguinal ring.

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-98e20d31-45bf-46c2-80cd-a9020dcaf014,reference,case,1,1,partial_or_wording_sensitive,"[[1, 0]]",True,False,,"Medical question:
A woman who recently delivered has a 15-day-old infant with cough, sneezing, and fever. She cannot afford transportation to a nearby hospital. Which Indian national health program can provide free transport and healthcare assistance for her sick newborn?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-98e20d31-45bf-46c2-80cd-a9020dcaf014,rl,case,1,1,partial_or_wording_sensitive,"[[1, 0]]",True,False,,"Medical question:
A woman who recently delivered has a 15-day-old infant with cough, sneezing, and fever. She cannot afford transportation to a nearby hospital. Which Indian national health program can provide free transport and healthcare assistance for her sick newborn?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-7b08c0f1-55fc-45d7-b4e1-b6e4666a1f88,reference,case,2,1,partial_or_wording_sensitive,"[[2, 0]]",True,False,,"Medical question:
A 26-year-old patient has foul-smelling, grayish-white vaginal discharge attributed to Gardnerella vaginalis infection. What characteristic finding would be expected on microscopic examination?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-7b08c0f1-55fc-45d7-b4e1-b6e4666a1f88,rl,case,2,1,partial_or_wording_sensitive,"[[2, 0]]",True,False,,"Medical question:
A 26-year-old patient has foul-smelling, grayish-white vaginal discharge attributed to Gardnerella vaginalis infection. What characteristic finding would be expected on microscopic examination?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-8729556c-a513-42d6-abc1-ed7f6c9ca397,reference,case,2,2,all_probed_facts_correct,"[[2, 2], [2, 2]]",False,True,,"Medical question:
A man has involuntary excessive blinking and grunting that have recently increased in frequency, impaired his social life, and contributed to depression. What medication is appropriate for suppressing these disabling motor and vocal tics?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-8729556c-a513-42d6-abc1-ed7f6c9ca397,rl,case,2,2,all_probed_facts_correct,"[[2, 2], [2, 2]]",False,True,,"Medical question:
A man has involuntary excessive blinking and grunting that have recently increased in frequency, impaired his social life, and contributed to depression. What medication is appropriate for suppressing these disabling motor and vocal tics?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-20f29076-98f9-479b-a77b-96fae28d5689,reference,case,0,0,all_probed_facts_wrong,"[[0, 0]]",True,False,,"Medical question:
A 48-year-old woman presents with seizures, recurrent gross hematuria, and left flank pain. Abdominal CT shows a left perinephric hematoma associated with a 3 cm angiomyolipoma and multiple right renal angiomyolipomas measuring 1.5–6.5 cm. What is the most probable underlying diagnosis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-20f29076-98f9-479b-a77b-96fae28d5689,rl,case,0,0,all_probed_facts_wrong,"[[0, 0]]",True,False,,"Medical question:
A 48-year-old woman presents with seizures, recurrent gross hematuria, and left flank pain. Abdominal CT shows a left perinephric hematoma associated with a 3 cm angiomyolipoma and multiple right renal angiomyolipomas measuring 1.5–6.5 cm. What is the most probable underlying diagnosis?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-d68d6158-666d-424d-9f9b-26cf0fe6acf5,reference,case,2,2,partial_or_wording_sensitive,"[[2, 2], [2, 0]]",False,True,,"Medical question:
A child with hypotonia and seizures is diagnosed with Zellweger syndrome. What type of substance accumulates in the brain because of the underlying peroxisomal defect?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-d68d6158-666d-424d-9f9b-26cf0fe6acf5,rl,case,2,2,partial_or_wording_sensitive,"[[2, 2], [2, 0]]",False,True,,"Medical question:
A child with hypotonia and seizures is diagnosed with Zellweger syndrome. What type of substance accumulates in the brain because of the underlying peroxisomal defect?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-bf8d5b76-bda5-4221-95ef-d536c00c24ee,reference,case,2,2,all_probed_facts_correct,"[[2, 2]]",False,True,,"Medical question:
A 6-month-old infant presents with acute diarrhea and some dehydration. What is the most likely causative organism?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-bf8d5b76-bda5-4221-95ef-d536c00c24ee,rl,case,2,2,all_probed_facts_correct,"[[2, 2]]",False,True,,"Medical question:
A 6-month-old infant presents with acute diarrhea and some dehydration. What is the most likely causative organism?

Explain the clinical basis using the supplied information. Give the supported conclusion in natural language."
medmcqa-169e6b8c-5b6a-4341-b5cb-8fbfd78372e0,reference,knowledge,0,0,all_probed_facts_correct,"[[2, 2]]",True,False,,"Medical knowledge question: Which of the following structures does not pass through the foramen ovale: the maxillary nerve, accessory meningeal artery, mandibular nerve, or lesser petrosal nerve?

Answer the question in natural language."
medmcqa-169e6b8c-5b6a-4341-b5cb-8fbfd78372e0,rl,knowledge,0,0,all_probed_facts_correct,"[[2, 2]]",True,False,,"Medical knowledge question: Which of the following structures does not pass through the foramen ovale: the maxillary nerve, accessory meningeal artery, mandibular nerve, or lesser petrosal nerve?

Answer the question in natural language."
medmcqa-123cf0ea-3fb7-4278-9822-4f452aa89751,reference,knowledge,0,0,partial_or_wording_sensitive,"[[2, 0]]",True,False,,"Medical knowledge question: Meckel cartilage belongs to which pharyngeal arch?

Answer the question in natural language."
medmcqa-123cf0ea-3fb7-4278-9822-4f452aa89751,rl,knowledge,0,0,partial_or_wording_sensitive,"[[2, 0]]",True,False,,"Medical knowledge question: Meckel cartilage belongs to which pharyngeal arch?

Answer the question in natural language."
medmcqa-ef6189a3-79c1-43b9-986b-07d199343524,reference,knowledge,1,2,all_probed_facts_correct,"[[2, 2]]",True,False,,"Medical knowledge question: Which leukocyte receptor binds pathogen-associated molecular patterns and mediates the immune response to bacterial lipopolysaccharide?

Answer the question in natural language."
medmcqa-ef6189a3-79c1-43b9-986b-07d199343524,rl,knowledge,1,2,all_probed_facts_correct,"[[2, 2]]",True,False,,"Medical knowledge question: Which leukocyte receptor binds pathogen-associated molecular patterns and mediates the immune response to bacterial lipopolysaccharide?

Answer the question in natural language."
medmcqa-383f838d-308c-4fb2-ad84-4bd9406fd895,reference,knowledge,1,2,partial_or_wording_sensitive,"[[0, 1]]",True,False,,"Medical knowledge question: What epithelium covers the palatine tonsil?

Answer the question in natural language."
medmcqa-383f838d-308c-4fb2-ad84-4bd9406fd895,rl,knowledge,1,2,partial_or_wording_sensitive,"[[0, 1]]",True,False,,"Medical knowledge question: What epithelium covers the palatine tonsil?

Answer the question in natural language."
medmcqa-011b871f-568c-42e6-ab00-f9b99ac03d62,reference,knowledge,2,2,all_probed_facts_correct,"[[2, 2]]",True,False,,"Medical knowledge question: Which breast lesion classically produces coarse “popcorn” calcification on mammography?

Answer the question in natural language."
medmcqa-011b871f-568c-42e6-ab00-f9b99ac03d62,rl,knowledge,2,2,all_probed_facts_correct,"[[2, 2]]",True,False,,"Medical knowledge question: Which breast lesion classically produces coarse “popcorn” calcification on mammography?

Answer the question in natural language."
medmcqa-145de249-1e71-4b42-a68d-70241bb4fe01,reference,knowledge,0,0,partial_or_wording_sensitive,"[[0, 1]]",True,False,,"Medical knowledge question: Which nerve branch supplies the palmar interossei?

Answer the question in natural language."
medmcqa-145de249-1e71-4b42-a68d-70241bb4fe01,rl,knowledge,1,2,partial_or_wording_sensitive,"[[0, 1]]",True,False,,"Medical knowledge question: Which nerve branch supplies the palmar interossei?

Answer the question in natural language."
medmcqa-0ff87a94-1876-43c7-a782-09c6f5b7c36e,reference,knowledge,0,0,all_probed_facts_wrong,"[[0, 0]]",True,False,,"Medical knowledge question: At which vertebral levels is the adult larynx typically located?

Answer the question in natural language."
medmcqa-0ff87a94-1876-43c7-a782-09c6f5b7c36e,rl,knowledge,0,0,all_probed_facts_wrong,"[[0, 0]]",True,False,,"Medical knowledge question: At which vertebral levels is the adult larynx typically located?

Answer the question in natural language."
medmcqa-7a54a5d0-0f8f-44ab-8e4e-8e0187c1506b,reference,knowledge,0,0,partial_or_wording_sensitive,"[[2, 0]]",True,False,,"Medical knowledge question: Which cardiac chamber lies most directly posterior to the sternum: the left atrium, left ventricle, right atrium, or right ventricle?

Answer the question in natural language."
